Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
RTTQ.SFF1CA,1995.12,651.7,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,1996.03,411.7,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,1996.06,472.1,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,1996.09,413,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,1996.12,665.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,1997.03,422.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,1997.06,481.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,1997.09,445.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,1997.12,688.1,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,1998.03,445.2,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,1998.06,514.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,1998.09,485.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,1998.12,772.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,1999.03,509.2,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,1999.06,561.7,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,1999.09,550.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,1999.12,870,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2000.03,573.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2000.06,625,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2000.09,585.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2000.12,917.1,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2001.03,606.3,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2001.06,695.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2001.09,612,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2001.12,932.7,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2002.03,628.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2002.06,715.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2002.09,660.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2002.12,1011.2,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2003.03,699.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2003.06,784.1,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2003.09,769.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2003.12,1115.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2004.03,775.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2004.06,818.7,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2004.09,800.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2004.12,1137.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2005.03,801.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2005.06,847.2,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2005.09,829,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2005.12,1156.2,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2006.03,840.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2006.06,896,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2006.09,835.2,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2006.12,1208.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2007.03,894.2,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2007.06,941,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2007.09,891.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2007.12,1247.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2008.03,912.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2008.06,953.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2008.09,933,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2008.12,1257.2,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2009.03,879.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2009.06,943.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2009.09,864.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2009.12,1248.7,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2010.03,877.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2010.06,940.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2010.09,879.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2010.12,1211.7,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2011.03,840.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2011.06,919.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2011.09,858.1,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2011.12,1273.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2012.03,879,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2012.06,952.3,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2012.09,879.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2012.12,1314.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2013.03,895,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2013.06,1023.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2013.09,901.1,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2013.12,1377.2,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2014.03,934,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2014.06,1036.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2014.09,963.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2014.12,1431.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2015.03,1008,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2015.06,1095.2,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2015.09,1004.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2015.12,1528.3,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2016.03,1065.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2016.06,1177.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2016.09,1061.3,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2016.12,1569,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2017.03,1081.3,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2017.06,1192.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2017.09,1094.1,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2017.12,1587.3,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2018.03,1089.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2018.06,1224.1,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2018.09,1195.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2018.12,1705.1,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2019.03,1217,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2019.06,1310,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2019.09,1247.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2019.12,1740.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2020.03,1243.3,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2020.06,1089.3,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2020.09,1395.2,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2020.12,1895.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2021.03,1394.3,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2021.06,1545.3,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2021.09,1133.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2021.12,1876.2,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2022.03,1351.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2022.06,1493.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2022.09,1658.3,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2022.12,2272.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2023.03,1667.1,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2023.06,1777.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2023.09,1629.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2023.12,2190.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2024.03,1562.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2024.06,1686.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2024.09,1531.1,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CA,2024.12,2173.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Actual,
RTTQ.SFF1CS,1995.09,489.7,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Seasonally adjusted,
RTTQ.SFF1CS,1995.12,487.3,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Seasonally adjusted,
RTTQ.SFF1CS,1996.03,481.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Seasonally adjusted,
RTTQ.SFF1CS,1996.06,493.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Seasonally adjusted,
RTTQ.SFF1CS,1996.09,483,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Seasonally adjusted,
RTTQ.SFF1CS,1996.12,492.2,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Seasonally adjusted,
RTTQ.SFF1CS,1997.03,502.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Seasonally adjusted,
RTTQ.SFF1CS,1997.06,506.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Seasonally adjusted,
RTTQ.SFF1CS,1997.09,513.3,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Seasonally adjusted,
RTTQ.SFF1CS,1997.12,516.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Seasonally adjusted,
RTTQ.SFF1CS,1998.03,520.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Seasonally adjusted,
RTTQ.SFF1CS,1998.06,543.3,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Seasonally adjusted,
RTTQ.SFF1CS,1998.09,564.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Seasonally adjusted,
RTTQ.SFF1CS,1998.12,576.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Seasonally adjusted,
RTTQ.SFF1CS,1999.03,597.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Seasonally adjusted,
RTTQ.SFF1CS,1999.06,594.7,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Seasonally adjusted,
RTTQ.SFF1CS,1999.09,632.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Seasonally adjusted,
RTTQ.SFF1CS,1999.12,655.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Seasonally adjusted,
RTTQ.SFF1CS,2000.03,661.7,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Seasonally adjusted,
RTTQ.SFF1CS,2000.06,659.2,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Seasonally adjusted,
RTTQ.SFF1CS,2000.09,678.7,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Seasonally adjusted,
RTTQ.SFF1CS,2000.12,696.7,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",Department stores,Sales (operating income),Current,Seasonally adjusted,
