Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
RTTQ.SF1RPCA,2016.06,314.7,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2016.09,317.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2016.12,368.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2017.03,346.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2017.06,333.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2017.09,312.2,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2017.12,385.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2018.03,355.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2018.06,337.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2018.09,327.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2018.12,396.2,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2019.03,372,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2019.06,361.7,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2019.09,351.2,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2019.12,421.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2020.03,389.2,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2020.06,303.1,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2020.09,376,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2020.12,429.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2021.03,394.7,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2021.06,387,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2021.09,354.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2021.12,441.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2022.03,394.1,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2022.06,398.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2022.09,404,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2022.12,479,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2023.03,443.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2023.06,424.7,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2023.09,408.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2023.12,483,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2024.03,457.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2024.06,432,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2024.09,406.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RPCA,2024.12,496.1,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,Southland,Current,Actual,
RTTQ.SF1RXCA,2011.06,9280.7,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2011.09,9552.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2011.12,10972.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2012.03,9677.2,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2012.06,9707.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2012.09,9633.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2012.12,11283.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2013.03,10007.7,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2013.06,9991.7,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2013.09,9909.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2013.12,11723.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2014.03,10472.7,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2014.06,10334.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2014.09,10296.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2014.12,12275.3,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2015.03,11056,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2015.06,10780.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2015.09,11028.7,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2015.12,13253,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2016.03,12070.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2016.06,11932.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2016.09,11975.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2016.12,14043.1,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2017.03,12619.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2017.06,12513.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2017.09,12440.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2017.12,14694.3,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2018.03,13041.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2018.06,13071.7,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2018.09,12909.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2018.12,15486.1,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2019.03,13643.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2019.06,13610.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2019.09,13694.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2019.12,16138.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2020.03,14474.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2020.06,12272.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2020.09,14873.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2020.12,17225.3,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2021.03,15349.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2021.06,16060.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2021.09,14641.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2021.12,18415.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2022.03,16509.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2022.06,16624.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2022.09,16732.2,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2022.12,19457.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2023.03,17313,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2023.06,17141.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2023.09,17112.1,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2023.12,19552.3,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2024.03,17418.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2024.06,16985.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2024.09,16750.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RXCA,2024.12,19674.1,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL NORTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2011.06,3134.3,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2011.09,3176.2,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2011.12,3695.3,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2012.03,3404.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2012.06,3241,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2012.09,3244.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2012.12,3816.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2013.03,3524.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2013.06,3424.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2013.09,3406.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2013.12,4036.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2014.03,3755.3,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2014.06,3589.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2014.09,3595.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2014.12,4220.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2015.03,3961.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2015.06,3698.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2015.09,3733.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2015.12,4453.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2016.03,4258.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2016.06,3975,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2016.09,3974.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2016.12,4600,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2017.03,4362.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2017.06,4102.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2017.09,4067.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2017.12,4802.2,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2018.03,4504.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2018.06,4258.7,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2018.09,4167.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2018.12,4984.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2019.03,4643.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2019.06,4386.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2019.09,4377.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2019.12,5170,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2020.03,4813.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2020.06,3615.7,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2020.09,4684.2,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2020.12,5245.3,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2021.03,4810.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2021.06,4880.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2021.09,4633.6,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2021.12,5689.5,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2022.03,5038.9,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2022.06,5058.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2022.09,5260.7,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2022.12,6092.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2023.03,5654.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2023.06,5373.1,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2023.09,5420.3,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2023.12,6232.7,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2024.03,5923.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2024.06,5479.3,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2024.09,5425.4,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF1RYCA,2024.12,6500.7,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,Sales by region in current prices (SAFC),Core industries total,TOTAL SOUTH ISLAND,Current,Actual,
RTTQ.SF91CA,1995.09,8781.8,,F,Dollars,6,Retail Trade (ANZSIC06) - RTT,"Sales and stocks by industry, in current and constant prices (SAFC)",All industries total,Sales (operating income),Current,Actual,
